thread_name,thread_url
Cancel trades with same pair but different types (buy/sell),https://www.forexfactory.com/thread/657506-cancel-trades-with-same-pair-but-different-types
Question about Historical Data,https://www.forexfactory.com/thread/657298-question-about-historical-data
Continuous delivery with Metatrader,https://www.forexfactory.com/thread/657270-continuous-delivery-with-metatrader
starting with c++ before mql.. how much c++ should one learn?,https://www.forexfactory.com/thread/656860-starting-with-c-before-mql-how-much-c
Stop Order in R|Trader Pro,https://www.forexfactory.com/thread/657365-stop-order-in-rtrader-pro
MT4 custom timeframes are possible?,https://www.forexfactory.com/thread/657135-mt4-custom-timeframes-are-possible
Horizontal line EA that takes trades on the close,https://www.forexfactory.com/thread/320300-horizontal-line-ea-that-takes-trades-on-the
Tick On Chart for monitoring purposes,https://www.forexfactory.com/thread/654274-tick-on-chart-for-monitoring-purposes
indicator does not refresh,https://www.forexfactory.com/thread/654903-indicator-does-not-refresh
Indicator Trend direction and strength,https://www.forexfactory.com/thread/656965-indicator-trend-direction-and-strength
Indicator I use doesn't refresh,https://www.forexfactory.com/thread/100708-indicator-i-use-doesnt-refresh
Any custom oscillators here?,https://www.forexfactory.com/thread/656976-any-custom-oscillators-here
looking for somebody to code an EA,https://www.forexfactory.com/thread/656957-looking-for-somebody-to-code-an-ea
"Currency Pairs Visual P/L, History Tracker Multi-period",https://www.forexfactory.com/thread/656256-currency-pairs-visual-pl-history-tracker-multi-period
Price below/above daily/weekly/monthly open indicator,https://www.forexfactory.com/thread/162382-price-belowabove-dailyweeklymonthly-open-indicator
Indicator Coding Request,https://www.forexfactory.com/thread/656925-indicator-coding-request
EA to close a percentage of lots per trade,https://www.forexfactory.com/thread/187423-ea-to-close-a-percentage-of-lots-per
Opportunity for coding,https://www.forexfactory.com/thread/651864-opportunity-for-coding
Weird behavior of MT4,https://www.forexfactory.com/thread/650353-weird-behavior-of-mt4
MCTSI Multi Currency Trend Strength Indicator,https://www.forexfactory.com/thread/636598-mctsi-multi-currency-trend-strength-indicator
Currency index calculation formula,https://www.forexfactory.com/thread/656613-currency-index-calculation-formula
Risk level indicator for MT4?,https://www.forexfactory.com/thread/656617-risk-level-indicator-for-mt4
Visualize trades clearly in strattester,https://www.forexfactory.com/thread/656604-visualize-trades-clearly-in-strattester
Two Period Reversal Pattern Indicator,https://www.forexfactory.com/thread/205021-two-period-reversal-pattern-indicator
searching for a dashboard monitoring open positions,https://www.forexfactory.com/thread/656267-searching-for-a-dashboard-monitoring-open-positions
Place indicator anywhere on the chart,https://www.forexfactory.com/thread/654838-place-indicator-anywhere-on-the-chart
MT4 Shakes off EA on restart,https://www.forexfactory.com/thread/656124-mt4-shakes-off-ea-on-restart
MT4 EA for calculating lot size based on SL,https://www.forexfactory.com/thread/656091-mt4-ea-for-calculating-lot-size-based-on
I want help modifying an EA,https://www.forexfactory.com/thread/656084-i-want-help-modifying-an-ea
simple zigzag alert,https://www.forexfactory.com/thread/650900-simple-zigzag-alert
I need Script for Buy Stop and Sell Stop orders at 00 Level,https://www.forexfactory.com/thread/655785-i-need-script-for-buy-stop-and-sell
Equivalent MACD settings between higher and lower timeframes?,https://www.forexfactory.com/thread/453011-equivalent-macd-settings-between-higher-and-lower-timeframes
Two EMAs cross indicator,https://www.forexfactory.com/thread/654189-two-emas-cross-indicator
Candle Identifier indicator,https://www.forexfactory.com/thread/155529-candle-identifier-indicator
Help adding Email/Mobile alert on color change?,https://www.forexfactory.com/thread/655523-help-adding-emailmobile-alert-on-color-change
Coding problem,https://www.forexfactory.com/thread/653720-coding-problem
Platform with Cumulative Delta and Real Time Volume Data,https://www.forexfactory.com/thread/557976-platform-with-cumulative-delta-and-real-time-volume
tick data for MT4,https://www.forexfactory.com/thread/31719-tick-data-for-mt4
Best Scalping or High Frequency EA,https://www.forexfactory.com/thread/221792-best-scalping-or-high-frequency-ea
Is there a way to set SL and TP faster in MT4?,https://www.forexfactory.com/thread/654769-is-there-a-way-to-set-sl-and
Manage operations with EA (Risk-Reward based),https://www.forexfactory.com/thread/654920-manage-operations-with-ea-risk-reward-based
checking historical margin levels using MT4,https://www.forexfactory.com/thread/654864-checking-historical-margin-levels-using-mt4
Cluster Indicator,https://www.forexfactory.com/thread/654375-cluster-indicator
alternative to Interactive Broker Platform layout,https://www.forexfactory.com/thread/610111-alternative-to-interactive-broker-platform-layout
Stochastic bar chart indicator,https://www.forexfactory.com/thread/654426-stochastic-bar-chart-indicator
simulator for MT4 compatible with Mac,https://www.forexfactory.com/thread/654635-simulator-for-mt4-compatible-with-mac
Indicator to show details of a trade,https://www.forexfactory.com/thread/653514-indicator-to-show-details-of-a-trade
Custom Candle Chart for any Indicator,https://www.forexfactory.com/thread/654402-custom-candle-chart-for-any-indicator
How do I stream MT4 tick data into a spreadsheet using .CSV (no DDE)?,https://www.forexfactory.com/thread/286105-how-do-i-stream-mt4-tick-data-into
Requesting Entry at EMA Expert Advisor,https://www.forexfactory.com/thread/654340-requesting-entry-at-ema-expert-advisor
indi for open/close pip difference for last session,https://www.forexfactory.com/thread/653987-indi-for-openclose-pip-difference-for-last-session
A 1m entry of MACD crossing,https://www.forexfactory.com/thread/654237-a-1m-entry-of-macd-crossing
Bollinger Band Alert,https://www.forexfactory.com/thread/509916-bollinger-band-alert
MQL4 programming help needed - simply combining indicators,https://www.forexfactory.com/thread/654063-mql4-programming-help-needed-simply-combining-indicators
Could some one please help me on how to Inverse Charts,https://www.forexfactory.com/thread/653084-could-some-one-please-help-me-on-how
Help Adding Email Alert to .EX4,https://www.forexfactory.com/thread/653618-help-adding-email-alert-to-ex4
request your expertise: can we save Template in MT4 mobile?,https://www.forexfactory.com/thread/653633-request-your-expertise-can-we-save-template-in
Looking for RSI arrow,https://www.forexfactory.com/thread/653513-looking-for-rsi-arrow
Fixing Error 130 - MT4,https://www.forexfactory.com/thread/411201-fixing-error-130-mt4
Add Alert To Yang Trader Please!,https://www.forexfactory.com/thread/653425-add-alert-to-yang-trader-please
MQL4 Calculate Profit (gain) from Highest Drawdown,https://www.forexfactory.com/thread/653419-mql4-calculate-profit-gain-from-highest-drawdown
Outside up Bar Indicator,https://www.forexfactory.com/thread/608337-outside-up-bar-indicator
SL + lot size calculator,https://www.forexfactory.com/thread/653273-sl-lot-size-calculator
Need optimization software,https://www.forexfactory.com/thread/652903-need-optimization-software
EA to open/close trade at specified time,https://www.forexfactory.com/thread/652853-ea-to-openclose-trade-at-specified-time
MT4 Backtesting Threads,https://www.forexfactory.com/thread/6002-mt4-backtesting-threads
Slightly adjust dashboard to show only H4 signals,https://www.forexfactory.com/thread/652793-slightly-adjust-dashboard-to-show-only-h4-signals
Robust CloseAllTrade function in MT5?,https://www.forexfactory.com/thread/652778-robust-closealltrade-function-in-mt5
Need help finding a Double Top Indicator,https://www.forexfactory.com/thread/483711-need-help-finding-a-double-top-indicator
718.98% in one year with this ea - how to get the settings?,https://www.forexfactory.com/thread/649613-71898-in-one-year-with-this-ea
Multi-timeline strategy builder?,https://www.forexfactory.com/thread/652221-multi-timeline-strategy-builder
My Indicators,https://www.forexfactory.com/thread/574722-my-indicators
Export indicator objects or its calculations to a CSV file,https://www.forexfactory.com/thread/652101-export-indicator-objects-or-its-calculations-to-a
Backtesting charts for newly developed strategies,https://www.forexfactory.com/thread/651919-backtesting-charts-for-newly-developed-strategies
Correlation Questions  & Out of Sample Testing (MT4),https://www.forexfactory.com/thread/651876-correlation-questions-out-of-sample-testing
Trend Following EA,https://www.forexfactory.com/thread/210430-trend-following-ea
Email alert,https://www.forexfactory.com/thread/639428-email-alert
Time Based Entry and Exit EA,https://www.forexfactory.com/thread/376152-time-based-entry-and-exit-ea
ADX ea makeover request,https://www.forexfactory.com/thread/651595-adx-ea-makeover-request
Need MACD alert,https://www.forexfactory.com/thread/651435-need-macd-alert
MultiTerminal killed trade levels in MT4,https://www.forexfactory.com/thread/651302-multiterminal-killed-trade-levels-in-mt4
Metatrader 4 backtesting candles problem,https://www.forexfactory.com/thread/650938-metatrader-4-backtesting-candles-problem
DailyFx news indicator,https://www.forexfactory.com/thread/234424-dailyfx-news-indicator
Heiken Ashi smoothed crossover and close,https://www.forexfactory.com/thread/608824-heiken-ashi-smoothed-crossover-and-close
EA just follow the trend,https://www.forexfactory.com/thread/125293-ea-just-follow-the-trend
New MT4 Order Window,https://www.forexfactory.com/thread/650580-new-mt4-order-window
Portfolio EAs to operate and exchange?,https://www.forexfactory.com/thread/650389-portfolio-eas-to-operate-and-exchange
Need Help to Stop All Alert From Semafor Indicator,https://www.forexfactory.com/thread/650144-need-help-to-stop-all-alert-from-semafor
Need to modify this indi to show 1 week range,https://www.forexfactory.com/thread/650297-need-to-modify-this-indi-to-show-1
Need help with raw data,https://www.forexfactory.com/thread/650084-need-help-with-raw-data
Looking for info panel/indicator/script as shown in image,https://www.forexfactory.com/thread/650069-looking-for-info-panelindicatorscript-as-shown-in-image
Testing Needed on Two Great Experts,https://www.forexfactory.com/thread/587494-testing-needed-on-two-great-experts
ExpertRemove() function (question for coders),https://www.forexfactory.com/thread/649688-expertremove-function-question-for-coders
How to open 4 platforms from diffrenet brokers or copy from it,https://www.forexfactory.com/thread/649512-how-to-open-4-platforms-from-diffrenet-brokers
How to Export Historical data from MT4 to Amibroker,https://www.forexfactory.com/thread/481428-how-to-export-historical-data-from-mt4-to
Transferring live data from MT4 to AmiBroker automatically,https://www.forexfactory.com/thread/454029-transferring-live-data-from-mt4-to-amibroker-automatically
Returning strings from DLL,https://www.forexfactory.com/thread/180792-returning-strings-from-dll
Help for coding Megatrend,https://www.forexfactory.com/thread/649395-help-for-coding-megatrend
Trade Manager,https://www.forexfactory.com/thread/649274-trade-manager
can anyone make this MTF heiken ashi indicator please,https://www.forexfactory.com/thread/456955-can-anyone-make-this-mtf-heiken-ashi-indicator
"ea editing, display indicators",https://www.forexfactory.com/thread/649432-ea-editing-display-indicators
MT4 Trade sound alert,https://www.forexfactory.com/thread/649093-mt4-trade-sound-alert
MT4 Order Pending Order/Order Modify Issue,https://www.forexfactory.com/thread/648848-mt4-order-pending-orderorder-modify-issue
Help needed with Night Owl Scalping EA,https://www.forexfactory.com/thread/641507-help-needed-with-night-owl-scalping-ea
DT ZigZag EA - help needed,https://www.forexfactory.com/thread/286072-dt-zigzag-ea-help-needed
